Member_number,Date,itemDescription
4832,03-12-2015,whole milk
2346,05-08-2015,cat food
1081,06-03-2015,newspapers
4843,02-03-2015,dishes
4108,21-07-2015,rolls/buns
4179,06-03-2015,brandy
4172,18-02-2015,whole milk
2392,23-03-2015,onions
2891,02-07-2015,white bread
4437,28-07-2015,rolls/buns
3424,16-08-2015,rolls/buns
3074,13-04-2015,margarine
1277,01-12-2015,rolls/buns
4667,19-07-2015,condensed milk
2231,08-05-2015,margarine
2656,16-12-2015,bottled beer
4932,17-07-2015,beverages
2843,14-12-2015,pasta
2211,29-11-2015,newspapers
4113,27-04-2015,margarine
3906,16-06-2015,pasta
2847,18-05-2015,chicken
3402,29-03-2015,pasta
3622,29-08-2015,spread cheese
3490,09-07-2015,beverages
2613,24-05-2015,rolls/buns
4571,03-03-2015,newspapers
3432,25-02-2015,beverages
3663,04-01-2015,bottled beer
2825,14-08-2015,whole milk
3195,14-06-2015,rolls/buns
1910,30-10-2015,salt
4170,08-01-2015,rolls/buns
2324,18-08-2015,canned beer
3778,03-12-2015,rolls/buns
2271,17-01-2015,white bread
4936,15-03-2015,spread cheese
4353,12-06-2015,canned vegetables
2165,27-04-2015,coffee
3715,06-04-2015,rolls/buns
3339,13-04-2015,margarine
2779,01-12-2015,rolls/buns
4246,01-12-2015,whole milk
2380,01-06-2015,whole milk
3824,12-02-2015,whole milk
4497,07-06-2015,onions
3478,02-04-2015,rolls/buns
1256,02-08-2015,coffee
4819,01-10-2015,rolls/buns
4179,21-03-2015,cat food
1932,15-03-2015,UHT-milk
1324,10-04-2015,whole milk
4787,12-08-2015,whole milk
1497,10-10-2015,margarine
2073,14-05-2015,herbs
4036,26-05-2015,whole milk
3748,05-03-2015,spread cheese
3881,07-04-2015,canned beer
4606,30-03-2015,bottled beer
1114,10-07-2015,UHT-milk
3842,14-10-2015,white bread
4052,21-04-2015,whole milk
4277,06-12-2015,rolls/buns
4044,26-08-2015,margarine
1363,14-10-2015,margarine
1228,23-02-2015,beverages
3749,09-03-2015,napkins
4626,24-12-2015,rolls/buns
1646,15-08-2015,sliced cheese
4689,04-06-2015,UHT-milk
3414,05-02-2015,bottled beer
1332,03-04-2015,rolls/buns
4505,17-04-2015,dishes
2800,17-03-2015,sauces
3892,20-07-2015,herbs
3743,06-05-2015,sliced cheese
1851,29-06-2015,whole milk
1939,15-07-2015,whole milk
2893,12-12-2015,canned fish
1098,07-05-2015,napkins
4450,30-07-2015,condensed milk
2434,18-09-2015,coffee
3779,10-11-2015,white bread
1613,03-08-2015,canned vegetables
3209,28-12-2015,newspapers
1126,29-04-2015,whole milk
1936,20-05-2015,dishes
1769,30-12-2015,whole milk
1439,13-08-2015,whole milk
4390,20-01-2015,coffee
1985,26-11-2015,whole milk
2023,31-08-2015,bottled beer
4127,12-11-2015,herbs
2770,15-07-2015,coffee
4784,11-09-2015,coffee
1493,23-02-2015,whole milk
2633,10-07-2015,rolls/buns
2282,11-05-2015,margarine
2743,10-08-2015,specialty cheese
3867,07-09-2015,skin care
3178,08-12-2015,whole milk
3676,24-10-2015,canned beer
3968,12-11-2015,newspapers
4369,25-08-2015,whole milk
2133,05-08-2015,whole milk
4413,11-10-2015,spread cheese
3347,05-06-2015,canned beer
4187,14-09-2015,sliced cheese
4553,13-06-2015,coffee
3045,26-03-2015,coffee
2079,19-07-2015,whole milk
3931,08-03-2015,bottled beer
2788,03-09-2015,onions
2952,11-08-2015,bottled beer
3781,21-04-2015,frozen dessert
1079,09-09-2015,onions
4636,05-01-2015,sauces
4477,15-02-2015,whole milk
3132,29-08-2015,UHT-milk
4479,10-02-2015,margarine
4856,18-01-2015,hygiene articles
1551,14-01-2015,frozen fish
3494,25-03-2015,whole milk
3581,06-09-2015,dishes
3763,29-04-2015,coffee
3912,06-01-2015,rolls/buns
1039,31-05-2015,rolls/buns
1081,21-01-2015,whole milk
4113,13-08-2015,rolls/buns
3212,18-04-2015,whole milk
1527,20-04-2015,napkins
4281,03-04-2015,whole milk
2977,14-04-2015,popcorn
4312,14-12-2015,frozen fish
3710,22-08-2015,spread cheese
1754,08-07-2015,coffee
1949,11-04-2015,napkins
2372,03-09-2015,white bread
3380,11-11-2015,margarine
2670,29-04-2015,onions
2011,22-03-2015,rolls/buns
1204,11-04-2015,bottled beer
1235,01-01-2015,bottled beer
3984,03-02-2015,canned vegetables
4592,13-07-2015,newspapers
2800,02-10-2015,margarine
4485,25-07-2015,whole milk
3434,10-06-2015,rolls/buns
3071,26-03-2015,dishes
3872,28-03-2015,canned beer
4215,30-06-2015,whole milk
1869,16-05-2015,whole milk
4787,17-05-2015,UHT-milk
4364,05-09-2015,pickled vegetables
4102,15-07-2015,whole milk
4340,06-08-2015,frozen fish
2516,31-07-2015,whole milk
4246,13-06-2015,rolls/buns
1090,21-10-2015,whole milk
3135,26-07-2015,onions
2780,03-09-2015,herbs
1536,02-05-2015,rolls/buns
1222,07-08-2015,coffee
1950,14-06-2015,sliced cheese
3186,03-08-2015,rolls/buns
1789,11-06-2015,frozen dessert
2874,09-09-2015,whole milk
2521,14-12-2015,margarine
1381,06-03-2015,UHT-milk
4127,11-04-2015,margarine
1987,15-10-2015,napkins
2209,20-07-2015,onions
3315,12-09-2015,onions
4473,07-09-2015,rolls/buns
2780,11-10-2015,whole milk
1924,17-11-2015,UHT-milk
3182,12-03-2015,whole milk
2469,23-03-2015,onions
3322,11-02-2015,whole milk
1336,10-03-2015,coffee
4409,15-01-2015,whole milk
1684,03-01-2015,coffee
2469,12-01-2015,whole milk
1721,15-10-2015,whole milk
2089,17-04-2015,UHT-milk
2095,06-04-2015,whole milk
4950,22-04-2015,UHT-milk
2824,07-12-2015,whole milk
4852,29-06-2015,rolls/buns
3351,14-10-2015,margarine
3119,20-02-2015,newspapers
4478,02-08-2015,newspapers
4105,03-12-2015,whole milk
1884,05-08-2015,onions
3241,09-08-2015,whole milk
4661,18-04-2015,onions
2880,19-06-2015,whole milk
3959,27-05-2015,sliced cheese
4104,27-07-2015,whole milk
3671,11-10-2015,bottled beer
3088,03-12-2015,canned fish
4185,16-01-2015,coffee
1937,17-10-2015,newspapers
2101,20-12-2015,onions
1276,28-04-2015,rolls/buns
1239,25-07-2015,bottled beer
3225,12-06-2015,whole milk
2487,27-03-2015,canned beer
4054,06-05-2015,whole milk
4190,04-04-2015,newspapers
3264,05-04-2015,whole milk
1954,06-08-2015,whole milk
2321,16-06-2015,rolls/buns
4877,20-06-2015,UHT-milk
1390,02-03-2015,whole milk
2051,11-09-2015,newspapers
4038,06-11-2015,white bread
4671,15-07-2015,coffee
3531,29-08-2015,white bread
2158,01-08-2015,sliced cheese
2510,29-09-2015,house keeping products
3180,19-10-2015,condensed milk
1226,12-11-2015,white bread
3481,03-08-2015,dishes
3821,03-01-2015,herbs
1090,31-08-2015,dishes
3709,08-08-2015,herbs
1220,09-02-2015,onions
3308,19-08-2015,newspapers
4967,06-08-2015,whole milk
1883,05-11-2015,whole milk
2381,13-01-2015,UHT-milk
3790,28-10-2015,coffee
1678,14-09-2015,frozen dessert
4807,27-01-2015,UHT-milk
2757,28-04-2015,condensed milk
4761,08-09-2015,newspapers
4677,15-10-2015,rolls/buns
3250,12-04-2015,whole milk
3488,19-08-2015,bottled beer
2376,28-05-2015,whole milk
4748,23-03-2015,newspapers
4199,04-08-2015,candles
4022,24-04-2015,herbs
1408,23-07-2015,whole milk
4139,26-11-2015,rolls/buns
3508,07-02-2015,dishes
4593,07-04-2015,pickled vegetables
1909,10-01-2015,sliced cheese
4367,15-11-2015,whole milk
4524,26-08-2015,coffee
1527,30-12-2015,whole milk
1972,02-06-2015,pasta
2745,08-04-2015,rolls/buns
3985,18-02-2015,canned beer
2741,28-09-2015,bottled beer
2642,01-04-2015,beverages
3738,15-07-2015,rolls/buns
2225,12-03-2015,whole milk
3539,24-01-2015,bottled beer
2436,24-11-2015,whole milk
2977,03-01-2015,UHT-milk
2707,22-06-2015,newspapers
3604,18-05-2015,cat food
2176,08-08-2015,onions
3324,24-08-2015,rolls/buns
3718,18-10-2015,rolls/buns
3652,18-09-2015,whole milk
3945,04-10-2015,onions
1484,24-02-2015,whole milk
4563,16-05-2015,whole milk
4255,15-08-2015,dishes
1472,06-07-2015,whole milk
1854,26-07-2015,newspapers
4113,19-07-2015,bottled beer
1551,11-08-2015,syrup
2653,07-12-2015,spread cheese
4787,25-05-2015,cat food
3692,20-02-2015,coffee
3406,17-05-2015,sliced cheese
4589,08-12-2015,beverages
1863,11-02-2015,beverages
3251,26-12-2015,rolls/buns
2063,27-11-2015,herbs
1841,10-05-2015,margarine
3593,27-08-2015,coffee
4571,05-04-2015,napkins
4503,26-11-2015,coffee
3345,30-09-2015,whole milk
4716,01-03-2015,bottled beer
4396,12-06-2015,salt
2493,07-08-2015,sliced cheese
2237,09-02-2015,margarine
1280,12-08-2015,fish
3600,26-11-2015,whole milk
4882,31-10-2015,pickled vegetables
4122,24-04-2015,rolls/buns
1566,19-11-2015,bottled beer
2476,04-12-2015,whole milk
1678,23-08-2015,whole milk
4160,12-06-2015,rolls/buns
2006,08-12-2015,coffee
2029,08-07-2015,rolls/buns
1475,17-12-2015,canned beer
3973,02-09-2015,hygiene articles
2695,04-07-2015,UHT-milk
2990,29-06-2015,canned beer
3677,30-11-2015,napkins
1168,11-02-2015,UHT-milk
1324,27-12-2015,salt
2633,14-02-2015,whole milk
1120,14-01-2015,newspapers
2961,21-07-2015,white bread
2910,04-12-2015,cat food
4628,10-12-2015,bottled beer
3287,02-02-2015,rolls/buns
4359,24-09-2015,newspapers
3557,24-05-2015,whole milk
1360,05-02-2015,white bread
2692,09-10-2015,UHT-milk
3519,28-01-2015,whole milk
2262,04-10-2015,hygiene articles
2427,26-06-2015,UHT-milk
2641,01-03-2015,frozen fruits
4640,31-01-2015,coffee
3050,20-10-2015,sliced cheese
4888,13-02-2015,beverages
2440,02-03-2015,UHT-milk
2100,05-07-2015,specialty cheese
4189,07-04-2015,snack products
1023,06-01-2015,rolls/buns
1633,09-08-2015,whole milk
4740,10-07-2015,margarine
1540,14-08-2015,beverages
4320,18-04-2015,onions
3784,14-06-2015,spread cheese
3543,02-06-2015,cat food
1494,29-09-2015,herbs
1939,30-10-2015,sliced cheese
2113,07-09-2015,whole milk
1909,31-08-2015,margarine
2142,19-05-2015,UHT-milk
4411,17-04-2015,beverages
1242,04-12-2015,bottled beer
2606,26-01-2015,rolls/buns
3048,06-06-2015,tidbits
3072,26-01-2015,pickled vegetables
3321,25-12-2015,bottled beer
4444,22-07-2015,UHT-milk
1461,21-12-2015,margarine
1654,29-04-2015,frozen potato products
1154,17-05-2015,whole milk
4035,12-01-2015,canned beer
4357,13-04-2015,canned beer
1199,21-11-2015,white bread
4467,22-11-2015,whole milk
4220,21-11-2015,whole milk
1454,22-10-2015,coffee
3922,01-04-2015,rolls/buns
3586,02-05-2015,beverages
2518,03-07-2015,rolls/buns
2787,13-03-2015,UHT-milk
1785,07-06-2015,whole milk
4853,17-09-2015,house keeping products
3408,05-11-2015,rolls/buns
4223,15-06-2015,herbs
2238,20-03-2015,whole milk
1104,04-01-2015,rolls/buns
4352,20-07-2015,margarine
2381,17-05-2015,salt
2563,03-06-2015,chicken
1014,03-10-2015,bottled beer
1069,20-08-2015,sliced cheese
1833,12-07-2015,whole milk
4028,08-07-2015,napkins
3513,29-08-2015,condensed milk
4213,23-08-2015,chicken
4536,24-02-2015,bottled beer
2855,03-02-2015,herbs
1780,27-08-2015,whole milk
3955,28-08-2015,canned beer
3039,02-09-2015,candles
4563,14-05-2015,canned beer
4356,01-12-2015,whole milk
3050,06-05-2015,white bread
4187,28-10-2015,canned vegetables
4810,17-03-2015,newspapers
2167,08-12-2015,newspapers
3048,20-08-2015,bottled beer
2946,24-05-2015,napkins
3312,29-07-2015,whole milk
3529,13-09-2015,beverages
3884,07-04-2015,rolls/buns
2669,24-09-2015,onions
4169,19-03-2015,canned beer
2401,15-01-2015,white bread
1437,15-08-2015,coffee
4233,16-06-2015,coffee
4916,25-01-2015,newspapers
2795,06-05-2015,white bread
3719,04-06-2015,beverages
2757,15-02-2015,white bread
1783,07-07-2015,UHT-milk
4234,02-08-2015,rolls/buns
3484,05-08-2015,rolls/buns
1517,01-03-2015,bottled beer
3174,09-02-2015,frozen dessert
4513,04-11-2015,dishes
1636,04-05-2015,whole milk
4911,07-01-2015,rolls/buns
3835,16-09-2015,pickled vegetables
1450,08-07-2015,coffee
3247,01-11-2015,sliced cheese
1862,05-09-2015,napkins
2942,01-02-2015,whole milk
1954,06-08-2015,onions
4877,20-06-2015,sliced cheese
1277,07-06-2015,white bread
1870,09-09-2015,popcorn
3405,03-04-2015,canned fish
1759,26-09-2015,whole milk
4864,27-03-2015,hygiene articles
4486,21-07-2015,bottled beer
2494,05-05-2015,canned fish
3358,21-02-2015,whole milk
1995,12-06-2015,rolls/buns
3531,29-08-2015,canned beer
1148,15-04-2015,white bread
2364,21-06-2015,onions
2422,12-08-2015,white bread
1370,28-06-2015,newspapers
3862,18-11-2015,rolls/buns
1220,09-02-2015,rice
4731,04-04-2015,napkins
2097,01-10-2015,newspapers
2502,15-04-2015,sauces
4234,17-07-2015,canned vegetables
1748,08-03-2015,beverages
1638,12-03-2015,candles
2170,10-02-2015,frozen potato products
2843,12-10-2015,onions
3095,13-10-2015,whole milk
4678,17-12-2015,whole milk
1670,22-11-2015,pickled vegetables
1598,02-03-2015,white bread
4661,01-03-2015,rolls/buns
4007,23-12-2015,white bread
1028,02-06-2015,canned beer
4293,23-04-2015,whole milk
4811,02-11-2015,rolls/buns
4685,19-07-2015,whole milk
2073,30-04-2015,canned fish
3890,26-10-2015,white bread
3183,07-08-2015,rolls/buns
1878,17-10-2015,onions
2523,12-02-2015,margarine
1821,21-05-2015,napkins
2298,06-10-2015,newspapers
4611,27-08-2015,whole milk
2471,19-03-2015,onions
3734,05-09-2015,rolls/buns
3194,03-05-2015,UHT-milk
3182,05-05-2015,rice
2184,23-01-2015,rolls/buns
1404,16-01-2015,canned beer
2799,27-02-2015,pickled vegetables
1419,07-04-2015,hygiene articles
2706,03-10-2015,newspapers
2305,28-09-2015,whole milk
1905,18-10-2015,onions
3245,19-03-2015,beverages
1632,27-08-2015,napkins
2357,03-08-2015,specialty cheese
1372,25-04-2015,white bread
3535,28-02-2015,rolls/buns
1334,07-03-2015,bottled beer
1922,07-10-2015,beverages
2184,19-09-2015,bottled beer
1438,28-11-2015,UHT-milk
1218,20-08-2015,rolls/buns
2459,22-09-2015,canned beer
4713,28-01-2015,bottled beer
1741,20-12-2015,napkins
4672,05-11-2015,UHT-milk
1620,22-03-2015,frozen dessert
1362,06-10-2015,whole milk
3447,03-09-2015,whole milk
3605,05-04-2015,rolls/buns
3348,05-12-2015,whole milk
4302,05-04-2015,napkins
2307,26-05-2015,hygiene articles
1467,20-08-2015,pickled vegetables
4755,27-12-2015,rolls/buns
3236,26-01-2015,herbs
4249,27-02-2015,UHT-milk
1220,01-01-2015,margarine
2370,14-01-2015,bottled beer
1231,27-10-2015,sliced cheese
3599,11-06-2015,beverages
1593,08-08-2015,rolls/buns
1319,10-01-2015,rice
3139,21-04-2015,onions
2601,22-10-2015,margarine
4462,02-04-2015,rolls/buns
4624,27-11-2015,sliced cheese
4102,03-11-2015,newspapers
2265,13-06-2015,white bread
4053,22-03-2015,chicken
4574,30-11-2015,margarine
2468,13-03-2015,rolls/buns
1333,03-04-2015,canned beer
2989,30-01-2015,herbs
3180,03-07-2015,margarine
2978,09-05-2015,beverages
3783,22-06-2015,beverages
4589,08-10-2015,whole milk
4681,11-09-2015,white bread
3701,22-01-2015,white bread
4766,03-01-2015,newspapers
1396,22-07-2015,coffee
4473,26-06-2015,cat food
3682,05-03-2015,frozen fish
1360,16-12-2015,whole milk
2933,06-04-2015,herbs
4449,30-03-2015,coffee
1743,13-11-2015,white bread
1793,03-07-2015,newspapers
1395,15-01-2015,beverages
1762,01-07-2015,bottled beer
3728,12-11-2015,frozen potato products
2978,27-06-2015,hygiene articles
1213,14-09-2015,bottled beer
1695,04-02-2015,rolls/buns
4264,11-05-2015,popcorn
3195,08-07-2015,hygiene articles
3410,16-01-2015,spread cheese
3651,16-10-2015,newspapers
4197,06-02-2015,house keeping products
2831,06-01-2015,frozen dessert
1926,16-10-2015,whole milk
4436,23-12-2015,hygiene articles
4098,06-02-2015,whole milk
1940,04-06-2015,rolls/buns
1782,01-08-2015,napkins
4604,09-12-2015,margarine
1846,28-05-2015,bottled beer
1132,22-09-2015,whole milk
3971,19-10-2015,rolls/buns
3969,05-03-2015,rolls/buns
2829,29-10-2015,candles
4573,23-12-2015,rolls/buns
4726,08-07-2015,chicken
3929,06-11-2015,spread cheese
1286,10-07-2015,coffee
3584,17-12-2015,whole milk
1171,15-01-2015,beverages
1950,11-11-2015,whole milk
2068,07-04-2015,rolls/buns
3035,09-05-2015,candles
2597,08-05-2015,napkins
1003,10-02-2015,rolls/buns
3378,13-01-2015,canned beer
3528,19-05-2015,rolls/buns
1420,19-06-2015,hygiene articles
4593,04-08-2015,rolls/buns
4035,26-07-2015,frozen dessert
2558,12-08-2015,rolls/buns
3216,12-02-2015,newspapers
2592,25-09-2015,bottled beer
3141,19-07-2015,rolls/buns
3318,12-01-2015,cat food
4594,02-05-2015,meat spreads
1259,21-11-2015,sliced cheese
1161,14-03-2015,whole milk
1888,06-06-2015,sliced cheese
2220,04-08-2015,bottled beer
1483,14-06-2015,specialty cheese
3449,29-11-2015,rolls/buns
3369,23-03-2015,UHT-milk
3818,08-08-2015,margarine
3689,29-07-2015,onions
1118,13-05-2015,pickled vegetables
4953,07-05-2015,coffee
3920,10-05-2015,napkins
4592,08-12-2015,canned fish
3635,26-02-2015,bottled beer
4975,02-11-2015,beverages
3393,23-02-2015,coffee
3786,10-02-2015,UHT-milk
3509,08-07-2015,hygiene articles
3048,06-10-2015,coffee
1444,06-06-2015,pickled vegetables
3325,07-11-2015,newspapers
3717,01-04-2015,rolls/buns
3546,22-11-2015,rolls/buns
4522,18-05-2015,candles
4695,13-10-2015,whole milk
3289,15-03-2015,rolls/buns
1200,26-09-2015,rolls/buns
1051,12-08-2015,rolls/buns
4314,29-04-2015,bottled beer
2677,07-12-2015,UHT-milk
2321,08-04-2015,whole milk
4790,15-08-2015,newspapers
4724,12-02-2015,whole milk
2914,01-04-2015,rolls/buns
4145,11-04-2015,rolls/buns
4827,03-10-2015,rolls/buns
3474,07-04-2015,dishes
2887,17-01-2015,whole milk
1504,30-11-2015,whole milk
2528,19-10-2015,margarine
4047,06-03-2015,beverages
3663,28-06-2015,white bread
2769,31-07-2015,rolls/buns
2291,10-04-2015,canned fish
2274,05-01-2015,rolls/buns
3695,09-07-2015,sliced cheese
1744,28-09-2015,bottled beer
2127,01-01-2015,pickled vegetables
2091,30-07-2015,onions
1508,15-11-2015,canned beer
1285,21-07-2015,hygiene articles
4238,03-12-2015,onions
1938,08-05-2015,rolls/buns
2969,24-08-2015,canned fish
3890,11-01-2015,rolls/buns
2723,31-01-2015,dishes
3035,04-03-2015,rolls/buns
4299,14-08-2015,rolls/buns
1795,03-04-2015,whole milk
3196,05-05-2015,whole milk
2657,21-05-2015,frozen dessert
2597,13-02-2015,onions
3402,16-08-2015,sauces
3044,07-06-2015,UHT-milk
3999,16-11-2015,rolls/buns
2492,10-11-2015,whole milk
4142,17-11-2015,beverages
4999,18-02-2015,onions
2993,05-05-2015,napkins
3760,22-11-2015,sliced cheese
2505,22-04-2015,whole milk
4970,23-07-2015,sliced cheese
3133,01-12-2015,curd cheese
2436,17-02-2015,margarine
1705,28-07-2015,whole milk
2604,26-01-2015,white bread
1599,20-04-2015,whole milk
4321,12-09-2015,newspapers
4574,27-11-2015,whole milk
3897,01-02-2015,UHT-milk
2240,18-05-2015,canned beer
2581,14-12-2015,coffee
1248,15-12-2015,whole milk
3830,18-10-2015,coffee
3976,08-05-2015,onions
3416,07-02-2015,canned beer
3410,31-05-2015,rolls/buns
2919,30-06-2015,candles
2074,20-12-2015,UHT-milk
2286,19-06-2015,napkins
4034,13-11-2015,rolls/buns
1293,26-10-2015,specialty cheese
2011,23-12-2015,candles
3067,22-09-2015,margarine
3191,30-12-2015,chocolate marshmallow
1582,08-07-2015,margarine
3079,04-01-2015,chicken
2797,12-09-2015,coffee
3813,18-01-2015,cat food
4412,20-12-2015,napkins
2691,09-03-2015,rolls/buns
2534,08-11-2015,specialty cheese
2745,29-04-2015,coffee
3476,28-06-2015,white bread
4170,11-05-2015,onions
1596,14-07-2015,beverages
2404,15-10-2015,whole milk
3410,03-07-2015,coffee
2278,10-08-2015,coffee
4416,29-10-2015,white bread
1361,12-07-2015,salt
1431,05-03-2015,whole milk
2159,17-07-2015,white bread
3963,26-01-2015,meat spreads
4199,29-12-2015,UHT-milk
1910,25-09-2015,margarine
2713,18-08-2015,rolls/buns
4535,05-12-2015,rolls/buns
2141,08-03-2015,whole milk
1692,08-05-2015,chicken
1000,25-11-2015,hygiene articles
2359,28-08-2015,margarine
2134,27-08-2015,whole milk
4542,18-01-2015,coffee
1921,23-02-2015,rolls/buns
3363,29-12-2015,margarine
3410,30-08-2015,onions
4706,07-08-2015,whole milk
1452,21-05-2015,whole milk
3590,30-05-2015,salt
2038,17-05-2015,whole milk
4089,04-10-2015,rolls/buns
4656,01-11-2015,coffee
2551,06-06-2015,rolls/buns
2062,03-09-2015,bottled beer
2269,20-09-2015,rolls/buns
2195,10-07-2015,canned fish
3333,22-02-2015,rolls/buns
1206,02-01-2015,cat food
3635,19-06-2015,newspapers
3139,17-02-2015,cat food
1614,03-02-2015,whole milk
3581,12-04-2015,rolls/buns
4655,02-08-2015,rolls/buns
2842,29-07-2015,whole milk
4427,31-01-2015,white bread
3354,09-11-2015,hygiene articles
1832,23-04-2015,sauces
1710,05-12-2015,rolls/buns
4781,25-01-2015,candles
4584,02-12-2015,newspapers
3283,02-07-2015,onions
4949,18-08-2015,rolls/buns
4893,01-03-2015,napkins
1961,15-12-2015,rolls/buns
2489,22-12-2015,beverages
4340,26-01-2015,whole milk
1083,06-02-2015,sliced cheese
2043,07-03-2015,rolls/buns
3280,13-07-2015,UHT-milk
1678,01-08-2015,onions
4567,04-08-2015,whole milk
1614,21-10-2015,napkins
4629,24-02-2015,whole milk
4944,06-09-2015,bottled beer
2894,14-03-2015,newspapers
4616,14-02-2015,condensed milk
4735,01-04-2015,whole milk
4656,27-01-2015,cat food
4710,20-04-2015,pasta
1539,07-04-2015,margarine
1584,31-01-2015,whole milk
3927,09-12-2015,rolls/buns
4129,07-11-2015,margarine
2466,28-08-2015,whole milk
2210,07-09-2015,rolls/buns
4853,04-10-2015,whole milk
3866,07-07-2015,whole milk
4385,17-11-2015,margarine
4273,21-03-2015,whole milk
4606,15-05-2015,dishes
2475,23-07-2015,napkins
3645,05-12-2015,rolls/buns
1304,17-08-2015,whole milk
1238,01-03-2015,margarine
1780,12-07-2015,rolls/buns
1905,31-07-2015,whole milk
3793,02-07-2015,rolls/buns
4518,20-07-2015,rice
3763,27-06-2015,whole milk
2953,04-01-2015,frozen fruits
2772,04-12-2015,napkins
3358,29-03-2015,bottled beer
1699,07-07-2015,chicken
2431,27-10-2015,newspapers
1914,04-06-2015,rolls/buns
1306,20-11-2015,chocolate marshmallow
3111,23-12-2015,white bread
4618,16-12-2015,sliced cheese
4721,23-05-2015,canned vegetables
1458,24-08-2015,canned beer
3215,21-07-2015,canned beer
3310,14-05-2015,white bread
2070,28-06-2015,spread cheese
2127,19-11-2015,bottled beer
1699,25-09-2015,margarine
2669,29-03-2015,bottled beer
3354,29-11-2015,canned fish
1756,23-09-2015,onions
3172,01-03-2015,pickled vegetables
2935,09-01-2015,canned beer
1968,21-08-2015,margarine
4695,22-07-2015,margarine
3293,09-05-2015,bottled beer
1186,26-04-2015,whole milk
3736,31-03-2015,whole milk
3338,17-08-2015,snack products
2326,16-07-2015,whole milk
2370,06-05-2015,UHT-milk
2494,03-09-2015,UHT-milk
2389,13-11-2015,rolls/buns
1737,05-09-2015,condensed milk
2594,21-05-2015,whole milk
3815,27-06-2015,rolls/buns
4082,18-01-2015,brandy
2934,13-09-2015,UHT-milk
3439,25-08-2015,canned beer
2475,07-05-2015,fish
3294,10-04-2015,onions
4381,19-08-2015,chicken
3583,23-09-2015,whole milk
4875,26-10-2015,whole milk
4871,19-09-2015,whole milk
4804,14-07-2015,sliced cheese
2143,12-02-2015,onions
4177,15-06-2015,canned beer
3104,13-05-2015,whole milk
1315,26-08-2015,rolls/buns
1374,05-08-2015,rolls/buns
2775,07-01-2015,chicken
3166,14-03-2015,UHT-milk
4072,14-08-2015,canned beer
2636,19-05-2015,margarine
3051,09-02-2015,napkins
4167,06-09-2015,condensed milk
2240,01-12-2015,white bread
3878,24-07-2015,rolls/buns
3668,22-10-2015,brandy
1500,08-03-2015,pasta
2421,02-09-2015,margarine
3962,18-09-2015,sliced cheese
1420,14-01-2015,newspapers
4783,22-10-2015,whole milk
2900,11-04-2015,whole milk
3558,03-04-2015,rolls/buns
3903,06-10-2015,condensed milk
1697,21-05-2015,beverages
1326,19-06-2015,condensed milk
1663,07-02-2015,whole milk
4766,29-09-2015,canned beer
3860,05-05-2015,specialty cheese
4038,08-07-2015,newspapers
2932,20-03-2015,rolls/buns
1711,18-06-2015,white bread
4291,08-12-2015,chocolate marshmallow
2623,10-10-2015,margarine
3058,18-05-2015,rolls/buns
4828,08-08-2015,salt
3564,27-06-2015,coffee
1279,06-09-2015,rolls/buns
4106,25-08-2015,margarine
4166,06-11-2015,whole milk
3954,21-01-2015,rice
3928,18-07-2015,bottled beer
2851,16-03-2015,spread cheese
2019,09-10-2015,white bread
4078,14-11-2015,newspapers
4321,27-10-2015,rolls/buns
1584,10-07-2015,hygiene articles
2018,04-01-2015,coffee
1182,01-09-2015,whole milk
1565,15-10-2015,tidbits
2742,10-10-2015,onions
3934,01-05-2015,bottled beer
4742,22-06-2015,coffee
3229,25-03-2015,UHT-milk
2022,05-02-2015,whole milk
4380,03-11-2015,bottled beer
3276,30-06-2015,canned beer
1242,13-12-2015,pasta
1107,03-01-2015,spread cheese
3718,26-02-2015,herbs
4302,05-11-2015,coffee
2794,29-09-2015,margarine
2380,12-02-2015,rolls/buns
2032,28-07-2015,meat spreads
2210,13-01-2015,rice
2346,05-08-2015,bottled beer
3907,25-10-2015,newspapers
2855,05-08-2015,frozen dessert
2840,27-05-2015,canned beer
3697,03-10-2015,spread cheese
4108,21-07-2015,whole milk
4179,06-03-2015,pickled vegetables
2392,23-03-2015,whole milk
1081,03-05-2015,bottled beer
2768,01-01-2015,salt
3751,01-01-2015,whole milk
2650,11-05-2015,coffee
3046,18-11-2015,margarine
1479,14-05-2015,rolls/buns
1237,09-04-2015,white bread
2601,26-03-2015,whole milk
3642,24-02-2015,rolls/buns
4585,28-09-2015,whole milk
2524,10-09-2015,dishes
3247,13-01-2015,spread cheese
1305,24-05-2015,whole milk
1011,09-12-2015,herbs
2234,29-07-2015,margarine
3744,08-12-2015,whole milk
2792,29-07-2015,sliced cheese
4941,15-01-2015,pickled vegetables
3547,07-10-2015,whole milk
1290,24-04-2015,margarine
2107,01-03-2015,margarine
3814,21-07-2015,napkins
3691,08-08-2015,newspapers
4757,09-01-2015,dishes
3500,21-04-2015,whole milk
2779,17-10-2015,white bread
4457,03-09-2015,pasta
3266,25-10-2015,coffee
3822,27-05-2015,chocolate marshmallow
1884,11-12-2015,coffee
4701,30-04-2015,pasta
1998,18-05-2015,rolls/buns
3922,28-08-2015,napkins
2636,11-09-2015,sliced cheese
3899,22-04-2015,margarine
4953,10-10-2015,napkins
4012,16-05-2015,frozen potato products
2459,16-09-2015,onions
1534,13-08-2015,hygiene articles
3430,26-01-2015,rolls/buns
