Member_number,Date,itemDescription
4461,13-05-2014,cake bar
1625,10-01-2014,pot plants
2974,01-01-2014,berries
1938,25-09-2014,soda
2704,02-08-2014,vinegar
2147,15-09-2014,canned vegetables
2058,08-05-2014,frozen vegetables
2264,17-10-2014,other vegetables
4444,08-12-2014,frozen meals
4126,06-11-2014,berries
3841,27-09-2014,margarine
4132,02-03-2014,yogurt
1832,21-08-2014,whole milk
4603,17-11-2014,whole milk
4117,03-08-2014,yogurt
3834,18-05-2014,rolls/buns
3786,21-10-2014,mayonnaise
3159,18-04-2014,pip fruit
1574,17-06-2014,soda
2789,12-07-2014,white bread
4444,25-04-2014,other vegetables
1097,16-04-2014,sausage
2601,28-02-2014,soda
3657,28-11-2014,whole milk
2164,19-11-2014,whole milk
2447,14-04-2014,whole milk
1201,24-11-2014,misc. beverages
4862,12-10-2014,beef
2119,06-07-2014,onions
3409,08-09-2014,soda
2081,18-05-2014,hamburger meat
2122,16-09-2014,rolls/buns
2514,24-06-2014,newspapers
1231,23-11-2014,hard cheese
3206,05-11-2014,soda
1443,13-01-2014,hamburger meat
3321,11-03-2014,white bread
1517,03-09-2014,sausage
4140,02-01-2014,curd
3481,30-05-2014,yogurt
4248,09-10-2014,rolls/buns
3306,05-06-2014,canned beer
3188,16-10-2014,whole milk
4748,19-04-2014,other vegetables
2036,20-07-2014,whipped/sour cream
2921,27-11-2014,yogurt
1129,25-01-2014,whole milk
1426,18-11-2014,beef
1741,08-10-2014,rolls/buns
2508,21-09-2014,meat
1564,15-11-2014,root vegetables
1150,29-08-2014,pip fruit
4341,12-02-2014,other vegetables
4933,21-04-2014,yogurt
1450,20-05-2014,canned beer
1860,26-07-2014,soda
2024,17-05-2014,margarine
4635,17-10-2014,yogurt
2996,29-04-2014,coffee
4527,02-01-2014,brown bread
1361,03-09-2014,rolls/buns
2048,24-11-2014,whole milk
1083,15-11-2014,hamburger meat
4464,19-05-2014,other vegetables
3215,26-02-2014,rolls/buns
1776,28-04-2014,margarine
3737,06-04-2014,soda
1356,19-12-2014,onions
2602,20-01-2014,cream cheese 
3320,19-02-2014,whipped/sour cream
3578,10-09-2014,oil
4132,04-11-2014,whole milk
2471,12-08-2014,other vegetables
2501,05-06-2014,other vegetables
1097,26-11-2014,hard cheese
1785,25-05-2014,curd
2048,17-12-2014,rolls/buns
1013,28-03-2014,mustard
2849,28-05-2014,pip fruit
4469,29-11-2014,root vegetables
4915,11-01-2014,yogurt
1018,01-10-2014,curd
4615,29-10-2014,whole milk
2207,09-04-2014,rolls/buns
1587,15-05-2014,rolls/buns
3118,07-11-2014,other vegetables
2872,06-08-2014,liquor (appetizer)
3039,20-08-2014,finished products
4915,28-06-2014,other vegetables
4915,20-02-2014,sausage
3896,11-07-2014,newspapers
1827,01-09-2014,soda
1309,10-08-2014,curd
4673,20-08-2014,whole milk
4250,17-01-2014,yogurt
1289,09-08-2014,root vegetables
1053,16-05-2014,waffles
1829,26-02-2014,brown bread
2901,14-04-2014,beverages
4450,01-02-2014,beef
2843,14-04-2014,rolls/buns
1163,30-04-2014,white bread
4528,27-06-2014,cookware
1797,31-07-2014,hard cheese
1912,19-10-2014,misc. beverages
2272,05-06-2014,whole milk
3159,23-07-2014,other vegetables
2443,04-02-2014,seasonal products
4527,22-03-2014,newspapers
4140,29-01-2014,brown bread
1100,18-12-2014,whole milk
4407,25-12-2014,soda
4481,11-08-2014,frozen meals
1204,18-05-2014,root vegetables
3823,10-12-2014,whole milk
3435,22-01-2014,other vegetables
4126,18-10-2014,coffee
2467,30-11-2014,onions
4853,20-07-2014,misc. beverages
3967,23-01-2014,hard cheese
1833,20-10-2014,other vegetables
3737,05-09-2014,other vegetables
3860,06-10-2014,rolls/buns
2070,13-04-2014,skin care
4999,19-05-2014,other vegetables
2258,19-10-2014,soda
1064,21-04-2014,cream cheese 
2112,03-06-2014,soda
2523,11-10-2014,pip fruit
2916,12-08-2014,whole milk
4022,10-07-2014,roll products 
2931,05-07-2014,pip fruit
3797,07-09-2014,semi-finished bread
4389,22-04-2014,chicken
3082,07-07-2014,pip fruit
1013,17-01-2014,hard cheese
1765,12-06-2014,meat
4618,28-02-2014,newspapers
4667,05-03-2014,canned beer
3726,03-09-2014,pip fruit
2928,04-11-2014,beef
3482,13-01-2014,root vegetables
2410,06-12-2014,chicken
3021,15-11-2014,chicken
2122,06-04-2014,berries
3831,01-03-2014,soda
2060,25-05-2014,salty snack
4116,12-10-2014,root vegetables
4727,12-04-2014,other vegetables
3116,12-03-2014,frozen meals
4113,13-03-2014,other vegetables
1592,28-11-2014,other vegetables
1162,05-04-2014,misc. beverages
2551,11-01-2014,other vegetables
1816,21-08-2014,pickled vegetables
2146,22-10-2014,whole milk
4243,29-12-2014,pot plants
4367,28-09-2014,root vegetables
4814,18-01-2014,pickled vegetables
1711,23-05-2014,oil
4538,19-08-2014,other vegetables
2796,16-02-2014,whipped/sour cream
1263,19-10-2014,frozen meals
4481,19-09-2014,brown bread
4797,27-01-2014,whole milk
1839,10-04-2014,berries
4995,16-03-2014,rice
4486,07-07-2014,yogurt
1490,18-10-2014,detergent
2219,13-09-2014,margarine
2042,10-09-2014,pip fruit
4416,03-03-2014,whole milk
1496,26-04-2014,root vegetables
4603,12-02-2014,brown bread
3469,04-02-2014,chicken
1231,29-09-2014,yogurt
3178,01-02-2014,butter
3039,15-10-2014,butter
1829,12-10-2014,beverages
3698,01-03-2014,yogurt
3044,20-05-2014,rolls/buns
3877,27-06-2014,whole milk
3566,16-01-2014,other vegetables
3146,27-06-2014,rolls/buns
4534,15-10-2014,soda
3248,09-11-2014,soda
1829,19-04-2014,pip fruit
3745,25-03-2014,root vegetables
2031,08-01-2014,rolls/buns
1114,04-09-2014,root vegetables
2476,24-08-2014,pip fruit
3243,02-01-2014,whole milk
1574,12-02-2014,frozen fish
2053,19-08-2014,rolls/buns
1268,19-10-2014,oil
4397,27-12-2014,rolls/buns
3759,29-08-2014,newspapers
1636,20-05-2014,root vegetables
4870,21-02-2014,hamburger meat
1162,18-01-2014,white bread
4066,02-12-2014,whole milk
4838,09-08-2014,flower (seeds)
1803,06-04-2014,onions
2193,05-01-2014,whole milk
2693,21-05-2014,white bread
2885,26-12-2014,butter
1990,07-03-2014,rolls/buns
3980,31-05-2014,pip fruit
2917,27-05-2014,yogurt
2262,10-09-2014,whole milk
1227,08-05-2014,yogurt
4218,24-08-2014,soda
1376,02-04-2014,dessert
4258,13-06-2014,yogurt
3023,11-12-2014,beef
1248,25-03-2014,margarine
3799,22-05-2014,hamburger meat
4168,23-09-2014,chicken
3529,29-06-2014,pot plants
3670,17-12-2014,rolls/buns
4401,30-04-2014,butter
2941,27-01-2014,rolls/buns
4291,02-02-2014,whole milk
4758,06-12-2014,pasta
4758,01-04-2014,rolls/buns
1249,11-10-2014,soda
4673,23-06-2014,curd
4696,08-09-2014,root vegetables
2994,12-07-2014,whole milk
4233,18-01-2014,chicken
1268,30-01-2014,other vegetables
1113,07-01-2014,whole milk
3248,25-10-2014,soups
3402,26-12-2014,flour
3559,12-11-2014,whole milk
3813,25-12-2014,beef
4280,01-03-2014,soda
3279,26-11-2014,waffles
2334,02-03-2014,root vegetables
4169,04-04-2014,rolls/buns
4821,20-04-2014,beverages
3308,12-04-2014,other vegetables
4166,07-12-2014,other vegetables
4890,30-11-2014,whole milk
3489,11-01-2014,whole milk
1073,05-06-2014,yogurt
2126,27-04-2014,other vegetables
3170,29-03-2014,white bread
1666,13-05-2014,pip fruit
4598,14-12-2014,beverages
1636,09-07-2014,white bread
1501,24-05-2014,chicken
4533,17-10-2014,root vegetables
3017,11-09-2014,frozen meals
4211,29-05-2014,whipped/sour cream
1444,30-04-2014,pip fruit
4758,08-05-2014,pip fruit
3258,19-12-2014,curd
1204,25-05-2014,whole milk
4212,14-03-2014,dessert
2588,07-01-2014,whole milk
2048,07-11-2014,root vegetables
1581,17-02-2014,newspapers
1013,12-11-2014,root vegetables
2414,04-06-2014,chicken
2630,11-01-2014,root vegetables
3177,13-09-2014,pip fruit
4033,25-02-2014,whipped/sour cream
1058,24-05-2014,chicken
3834,21-03-2014,flour
2843,06-06-2014,rum
1754,20-04-2014,whipped/sour cream
2993,24-06-2014,yogurt
1260,09-07-2014,sausage
3021,22-06-2014,root vegetables
4719,28-09-2014,whole milk
2960,03-09-2014,frozen meals
4822,21-08-2014,whole milk
4259,23-07-2014,canned beer
1061,31-07-2014,whipped/sour cream
4001,11-06-2014,dessert
1620,21-07-2014,frozen meals
3458,27-06-2014,rolls/buns
3742,26-09-2014,soda
3737,22-12-2014,whipped/sour cream
1482,22-10-2014,rolls/buns
1468,21-08-2014,root vegetables
3380,16-08-2014,other vegetables
2207,03-12-2014,onions
3386,07-08-2014,other vegetables
1454,03-05-2014,chicken
1066,01-02-2014,root vegetables
1860,31-01-2014,sausage
3402,17-05-2014,white bread
3072,12-11-2014,hamburger meat
2274,04-12-2014,chicken
2154,14-08-2014,whole milk
2980,27-11-2014,whole milk
3964,11-03-2014,root vegetables
1079,07-10-2014,red/blush wine
4264,16-03-2014,whole milk
4177,05-02-2014,beef
3896,02-04-2014,pip fruit
2560,19-04-2014,root vegetables
3960,14-05-2014,curd
2258,21-01-2014,seasonal products
4286,22-11-2014,meat
4814,01-12-2014,pip fruit
4243,02-07-2014,other vegetables
1125,30-05-2014,root vegetables
2067,05-04-2014,beverages
1547,07-07-2014,onions
2451,26-02-2014,pip fruit
4932,14-05-2014,pip fruit
2138,03-11-2014,soda
1512,03-06-2014,detergent
2799,24-09-2014,other vegetables
1190,24-04-2014,hamburger meat
2556,11-11-2014,other vegetables
2960,28-11-2014,misc. beverages
4187,16-04-2014,canned beer
4105,26-10-2014,liquor (appetizer)
4117,12-07-2014,liquor (appetizer)
4406,21-03-2014,canned beer
2028,02-05-2014,dessert
2545,11-10-2014,other vegetables
4610,18-11-2014,sliced cheese
2667,22-10-2014,root vegetables
4349,22-11-2014,soda
2398,18-06-2014,dessert
3976,25-10-2014,sliced cheese
1699,25-01-2014,liquor (appetizer)
1711,15-12-2014,yogurt
4389,07-10-2014,long life bakery product
4472,11-10-2014,cake bar
4406,11-07-2014,pip fruit
2628,02-12-2014,berries
3320,21-01-2014,hamburger meat
1864,03-01-2014,oil
4518,31-08-2014,other vegetables
2791,21-11-2014,other vegetables
4449,11-12-2014,curd
1426,20-03-2014,margarine
4126,22-04-2014,other vegetables
2960,14-11-2014,other vegetables
3183,10-12-2014,soda
1204,23-06-2014,rolls/buns
1611,18-03-2014,sausage
1869,20-12-2014,oil
4875,05-06-2014,pip fruit
1230,16-03-2014,canned beer
1182,30-09-2014,rolls/buns
2423,31-07-2014,whole milk
4116,23-05-2014,dishes
1162,20-08-2014,red/blush wine
4215,03-04-2014,specialty fat
3790,09-06-2014,brown bread
1501,28-08-2014,curd
4870,01-07-2014,soda
2600,12-07-2014,whole milk
1930,07-07-2014,finished products
4321,14-01-2014,yogurt
2402,16-04-2014,meat
2164,31-01-2014,pip fruit
4259,11-12-2014,yogurt
1308,23-11-2014,brown bread
4603,18-06-2014,bathroom cleaner
2144,02-10-2014,yogurt
4235,21-03-2014,brown bread
3348,14-05-2014,dessert
3727,02-05-2014,rolls/buns
3528,07-09-2014,soda
4251,01-07-2014,root vegetables
4385,05-08-2014,meat
3718,07-07-2014,soda
3663,02-01-2014,rolls/buns
4044,08-07-2014,sliced cheese
1229,03-09-2014,beef
4814,08-01-2014,white bread
3082,10-11-2014,soda
3358,22-10-2014,other vegetables
1288,20-08-2014,whole milk
3960,15-02-2014,root vegetables
4233,23-06-2014,root vegetables
4838,07-09-2014,soda
3414,22-05-2014,whipped/sour cream
2499,01-11-2014,other vegetables
3737,06-07-2014,rolls/buns
1045,12-01-2014,root vegetables
4241,02-10-2014,soda
1150,06-09-2014,long life bakery product
4862,08-06-2014,yogurt
4760,16-10-2014,dessert
2267,10-06-2014,other vegetables
4872,01-06-2014,whole milk
2965,04-01-2014,dessert
1032,23-09-2014,white bread
1035,15-08-2014,pip fruit
1129,14-11-2014,tea
1412,20-06-2014,rolls/buns
3857,03-04-2014,meat spreads
3854,26-06-2014,whole milk
4509,30-07-2014,frozen meals
2993,08-07-2014,other vegetables
3138,28-12-2014,hard cheese
3518,08-02-2014,whole milk
2125,02-04-2014,yogurt
2070,27-04-2014,root vegetables
4187,04-05-2014,whipped/sour cream
1342,03-04-2014,other vegetables
3489,26-08-2014,yogurt
1335,03-01-2014,waffles
1733,27-02-2014,mustard
2669,24-03-2014,brown bread
4875,15-04-2014,rolls/buns
4509,06-06-2014,meat
4287,20-07-2014,berries
4559,01-09-2014,rolls/buns
4959,10-10-2014,rolls/buns
3536,04-04-2014,whole milk
3164,24-03-2014,pip fruit
4640,03-11-2014,rolls/buns
2535,29-12-2014,pip fruit
3897,04-11-2014,brown bread
2036,02-02-2014,whole milk
3362,31-05-2014,pip fruit
3158,03-09-2014,hamburger meat
3488,25-06-2014,curd
1754,30-06-2014,root vegetables
3772,30-07-2014,pot plants
2477,01-04-2014,root vegetables
3435,29-05-2014,hamburger meat
4709,08-08-2014,other vegetables
3544,03-09-2014,dessert
1268,22-07-2014,whole milk
4635,08-05-2014,whole milk
2309,31-10-2014,chicken
1697,15-06-2014,pip fruit
2102,04-12-2014,root vegetables
3346,29-11-2014,margarine
2789,29-05-2014,yogurt
4915,18-03-2014,rolls/buns
3150,13-07-2014,whole milk
4729,22-03-2014,whole milk
2627,18-02-2014,beverages
2996,30-08-2014,whipped/sour cream
4284,18-06-2014,whole milk
2195,24-04-2014,misc. beverages
3826,27-04-2014,coffee
2674,19-05-2014,chicken
1201,24-10-2014,candles
3390,30-11-2014,newspapers
1195,14-08-2014,butter
2849,30-06-2014,sausage
2698,14-10-2014,whole milk
2337,25-02-2014,root vegetables
4217,30-08-2014,cling film/bags
3552,24-02-2014,butter
2662,03-02-2014,root vegetables
1107,14-06-2014,onions
3580,17-03-2014,whole milk
4915,08-12-2014,dessert
4927,13-04-2014,root vegetables
3518,06-02-2014,finished products
4132,20-09-2014,other vegetables
3912,08-11-2014,soda
3067,27-02-2014,meat
3346,11-08-2014,beef
3671,16-04-2014,whole milk
4770,17-02-2014,chicken
2886,14-02-2014,curd
4933,30-07-2014,mayonnaise
1190,27-10-2014,canned beer
3209,08-04-2014,other vegetables
3967,10-10-2014,root vegetables
3258,24-09-2014,flower (seeds)
4274,22-05-2014,chicken
3282,12-05-2014,yogurt
4272,23-06-2014,other vegetables
1506,23-10-2014,long life bakery product
3458,23-12-2014,other vegetables
1248,01-02-2014,chicken
1567,13-08-2014,onions
2866,16-04-2014,curd
2514,03-01-2014,soda
2661,05-12-2014,other vegetables
3609,12-08-2014,soda
4667,31-08-2014,soda
2193,11-09-2014,pip fruit
3854,27-12-2014,coffee
2549,28-06-2014,beef
2946,29-09-2014,canned vegetables
2869,08-11-2014,cream cheese 
4594,13-07-2014,onions
2515,22-10-2014,other vegetables
3797,01-01-2014,waffles
2256,02-08-2014,beef
1698,17-01-2014,yogurt
2701,30-04-2014,chocolate marshmallow
1061,19-05-2014,beef
2055,07-11-2014,brown bread
3164,16-09-2014,dessert
2228,25-10-2014,yogurt
1990,26-06-2014,yogurt
4623,15-10-2014,salty snack
3657,04-09-2014,meat
3745,19-10-2014,cake bar
4542,11-10-2014,margarine
1620,19-04-2014,whole milk
4113,23-12-2014,onions
1386,19-09-2014,soda
2337,14-10-2014,whipped/sour cream
2209,16-12-2014,root vegetables
2769,31-10-2014,beef
3321,02-05-2014,butter
1053,30-04-2014,soda
2087,21-08-2014,seasonal products
3258,21-09-2014,berries
4201,01-09-2014,pip fruit
4600,22-11-2014,margarine
3559,11-12-2014,soda
2941,15-04-2014,whole milk
4629,24-09-2014,whipped/sour cream
4832,30-01-2014,soda
2765,09-02-2014,beverages
3292,08-08-2014,whole milk
4738,26-02-2014,sausage
1248,24-07-2014,dessert
2606,11-01-2014,whole milk
1299,20-11-2014,canned beer
3338,26-05-2014,hamburger meat
1053,23-05-2014,whole milk
3965,20-03-2014,rolls/buns
1182,20-06-2014,butter
4870,30-06-2014,onions
4374,19-09-2014,hamburger meat
1145,05-06-2014,brown bread
4864,27-12-2014,meat
3902,19-06-2014,root vegetables
1839,20-03-2014,newspapers
4933,03-03-2014,meat
3010,21-01-2014,rolls/buns
4649,05-10-2014,rolls/buns
1767,08-11-2014,whole milk
1831,13-12-2014,other vegetables
3150,31-03-2014,brown bread
4235,13-05-2014,whole milk
1827,27-11-2014,other vegetables
2708,25-05-2014,coffee
1129,18-04-2014,flower (seeds)
4622,11-09-2014,sliced cheese
2796,21-09-2014,rolls/buns
4760,16-12-2014,other vegetables
3435,08-11-2014,rolls/buns
4538,22-06-2014,soda
3072,18-06-2014,instant coffee
2102,21-07-2014,butter
1013,15-07-2014,other vegetables
2561,19-04-2014,whole milk
3209,15-03-2014,meat
1517,03-09-2014,root vegetables
3058,12-03-2014,newspapers
1092,10-12-2014,yogurt
4935,19-03-2014,soda
1353,25-06-2014,other vegetables
4999,09-04-2014,semi-finished bread
1204,13-04-2014,soda
4562,06-11-2014,newspapers
1032,26-01-2014,whipped/sour cream
2026,14-11-2014,misc. beverages
2538,01-03-2014,berries
2489,10-06-2014,coffee
2993,17-11-2014,beef
1018,27-05-2014,berries
3027,29-04-2014,other vegetables
3427,11-05-2014,beverages
1190,25-11-2014,other vegetables
2872,04-08-2014,whole milk
4623,05-07-2014,rolls/buns
4762,07-02-2014,newspapers
4786,30-11-2014,soda
1547,09-03-2014,whole milk
3226,22-07-2014,meat spreads
4437,03-12-2014,whipped/sour cream
4663,18-04-2014,canned beer
4407,06-06-2014,misc. beverages
4674,18-02-2014,seasonal products
4440,12-02-2014,other vegetables
1820,23-01-2014,root vegetables
3333,12-05-2014,yogurt
2725,05-01-2014,whole milk
1903,15-08-2014,whole milk
2832,07-07-2014,whole milk
3386,10-05-2014,root vegetables
4464,23-01-2014,rolls/buns
3842,03-03-2014,frozen vegetables
1797,14-11-2014,root vegetables
4416,30-07-2014,brown bread
4274,24-02-2014,beef
3306,05-02-2014,root vegetables
3127,03-12-2014,whipped/sour cream
2070,20-12-2014,pot plants
1975,09-01-2014,rolls/buns
3912,08-12-2014,yogurt
3443,26-09-2014,sausage
2070,29-03-2014,pip fruit
1879,08-11-2014,yogurt
2538,15-10-2014,whipped/sour cream
3882,15-08-2014,dessert
1260,04-10-2014,pip fruit
3390,02-12-2014,whole milk
3348,29-10-2014,newspapers
4649,06-01-2014,other vegetables
4566,31-10-2014,misc. beverages
2742,07-07-2014,other vegetables
2740,16-06-2014,meat
4467,11-12-2014,meat
2322,15-02-2014,pip fruit
2212,08-06-2014,butter
1905,31-01-2014,seasonal products
3848,16-01-2014,root vegetables
3451,08-06-2014,semi-finished bread
3003,22-04-2014,seasonal products
2067,03-07-2014,canned beer
2042,19-12-2014,curd
1418,21-06-2014,soda
2134,17-01-2014,soda
4109,05-12-2014,frozen vegetables
2191,22-10-2014,dessert
1342,20-08-2014,dessert
3082,21-05-2014,whole milk
3321,19-04-2014,frozen fish
2916,06-12-2014,pickled vegetables
2334,03-02-2014,yogurt
2550,27-02-2014,butter
1381,01-01-2014,curd
2535,01-04-2014,sausage
3206,07-07-2014,root vegetables
1748,12-03-2014,soda
4449,25-09-2014,root vegetables
1190,10-09-2014,whipped/sour cream
1061,23-10-2014,beverages
4437,04-11-2014,beef
2638,06-01-2014,root vegetables
1838,19-06-2014,pip fruit
3737,03-01-2014,instant coffee
1886,13-09-2014,curd
4546,18-10-2014,other vegetables
1797,18-01-2014,other vegetables
3624,12-05-2014,root vegetables
4932,21-03-2014,whole milk
4663,13-03-2014,coffee
1460,07-05-2014,waffles
3200,07-09-2014,butter
4670,28-01-2014,mustard
4504,08-03-2014,onions
1328,06-06-2014,other vegetables
3151,13-10-2014,rolls/buns
2068,22-08-2014,whole milk
4083,15-08-2014,newspapers
1125,09-12-2014,rolls/buns
4044,30-06-2014,coffee
1609,07-07-2014,pickled vegetables
1609,05-03-2014,whole milk
4341,29-03-2014,rolls/buns
2867,09-05-2014,other vegetables
2960,27-10-2014,whipped/sour cream
1247,08-06-2014,butter
2914,09-10-2014,yogurt
3933,12-07-2014,waffles
3904,24-09-2014,beef
4618,11-01-2014,brown bread
4852,11-02-2014,brown bread
1173,18-04-2014,rolls/buns
1935,17-07-2014,newspapers
1755,19-01-2014,whole milk
1018,15-04-2014,beverages
1053,10-12-2014,other vegetables
2946,14-09-2014,cream cheese 
4136,16-03-2014,root vegetables
1066,15-05-2014,whole milk
3482,24-07-2014,brown bread
1073,21-03-2014,brown bread
4061,03-05-2014,whole milk
4709,09-03-2014,beef
2330,08-10-2014,whole milk
1047,17-12-2014,pip fruit
1574,04-03-2014,white bread
1267,15-05-2014,butter
4374,18-08-2014,newspapers
4349,29-01-2014,rolls/buns
2559,07-07-2014,other vegetables
2662,03-08-2014,sausage
4223,15-06-2014,whole milk
2221,21-06-2014,beef
3498,01-07-2014,pip fruit
4258,24-06-2014,sausage
3965,16-10-2014,sausage
4850,26-03-2014,red/blush wine
1807,20-08-2014,finished products
1256,07-11-2014,berries
2521,14-12-2015,hard cheese
1381,06-03-2015,soda
4050,06-07-2015,butter
2833,14-08-2015,beef
2222,21-07-2015,other vegetables
1076,14-10-2015,whole milk
4243,22-08-2015,root vegetables
1721,15-10-2015,rolls/buns
3848,11-10-2015,butter
3650,17-07-2015,curd
2095,06-04-2015,frozen meals
3718,12-07-2015,root vegetables
2481,24-11-2015,berries
4852,29-06-2015,light bulbs
4259,24-06-2015,soda
1325,26-05-2015,long life bakery product
4664,26-05-2015,root vegetables
4105,03-12-2015,curd
2410,18-11-2015,hard cheese
3138,19-04-2015,brown bread
4660,10-07-2015,dishes
4509,29-11-2015,beef
1008,03-10-2015,liquor (appetizer)
4662,19-10-2015,other vegetables
1920,16-02-2015,seasonal products
1903,25-01-2015,chicken
3578,16-05-2015,whole milk
3671,11-10-2015,brown bread
4258,22-04-2015,whole milk
3321,13-07-2015,coffee
2101,20-12-2015,frozen vegetables
4992,20-06-2015,other vegetables
3960,21-09-2015,whole milk
3077,05-01-2015,whole milk
3419,20-08-2015,root vegetables
3449,29-11-2015,soda
3369,23-03-2015,beef
2191,25-10-2015,whole milk
3857,04-11-2015,whole milk
1960,09-01-2015,rolls/buns
2627,31-10-2015,other vegetables
4302,03-08-2015,instant coffee
2613,23-08-2015,semi-finished bread
4294,08-01-2015,frozen vegetables
3546,22-11-2015,other vegetables
1289,08-11-2015,salty snack
2087,09-04-2015,whole milk
2443,12-01-2015,root vegetables
1625,27-11-2015,rolls/buns
1733,18-03-2015,salty snack
4600,14-07-2015,whole milk
3588,05-05-2015,ketchup
2270,09-06-2015,seasonal products
3358,21-02-2015,rolls/buns
4215,31-05-2015,rolls/buns
1008,21-07-2015,yogurt
3481,03-08-2015,root vegetables
1183,12-06-2015,dessert
3983,09-09-2015,berries
1748,08-03-2015,roll products 
2300,19-09-2015,other vegetables
4546,03-09-2015,waffles
3841,19-07-2015,whole milk
1697,21-05-2015,frozen vegetables
1061,05-09-2015,root vegetables
2270,01-07-2015,misc. beverages
2436,12-04-2015,other vegetables
4875,12-05-2015,brown bread
1199,10-12-2015,flour
4851,20-12-2015,pip fruit
2560,17-05-2015,other vegetables
2932,20-03-2015,detergent
1711,18-06-2015,hamburger meat
4291,08-12-2015,soda
3058,18-05-2015,butter
1306,23-06-2015,rolls/buns
2489,04-05-2015,rolls/buns
3564,27-06-2015,onions
4760,22-02-2015,whole milk
3987,19-08-2015,root vegetables
4166,06-11-2015,rolls/buns
2614,25-06-2015,rolls/buns
3567,04-10-2015,yogurt
4559,16-03-2015,hard cheese
2219,17-04-2015,beverages
2001,21-08-2015,cereals
1392,20-04-2015,cream cheese 
3427,28-04-2015,other vegetables
3390,14-11-2015,berries
1107,01-10-2015,misc. beverages
2443,15-11-2015,soda
4389,13-04-2015,whole milk
1674,04-12-2015,beverages
4262,16-10-2015,rolls/buns
2082,07-04-2015,other vegetables
2267,03-07-2015,oil
1181,16-11-2015,root vegetables
4667,12-01-2015,other vegetables
1058,10-11-2015,other vegetables
1027,17-05-2015,hamburger meat
1547,18-04-2015,soda
2703,08-05-2015,dishes
1033,22-04-2015,soda
2212,27-08-2015,dessert
3967,30-05-2015,yogurt
2885,15-05-2015,hamburger meat
2996,26-09-2015,dishes
2447,28-12-2015,butter
1952,23-03-2015,canned beer
4243,02-04-2015,detergent
1765,11-03-2015,beef
2600,28-01-2015,frozen meals
2946,07-10-2015,pip fruit
2055,04-02-2015,chicken
4217,18-12-2015,yogurt
4408,13-03-2015,white bread
2588,28-12-2015,yogurt
2270,30-09-2015,soda
3897,23-08-2015,baking powder
4002,03-09-2015,whole milk
4340,25-12-2015,candles
3143,24-05-2015,root vegetables
2209,03-10-2015,other vegetables
2331,15-02-2015,yogurt
3601,06-07-2015,coffee
4819,04-03-2015,meat
3737,03-03-2015,berries
3572,09-06-2015,rolls/buns
4486,02-12-2015,rolls/buns
4095,01-11-2015,butter
3897,31-05-2015,root vegetables
1199,09-11-2015,sausage
3571,11-12-2015,beef
2852,08-06-2015,whipped/sour cream
2769,21-07-2015,canned beer
4166,30-04-2015,mustard
1155,10-08-2015,house keeping products
2256,11-04-2015,curd
1590,15-08-2015,whole milk
2551,21-10-2015,beef
4273,14-06-2015,soda
1807,18-05-2015,margarine
2067,12-08-2015,meat
3718,20-05-2015,whole milk
2702,27-05-2015,whipped/sour cream
1564,23-10-2015,pasta
2740,02-07-2015,curd
1757,23-12-2015,other vegetables
3772,09-03-2015,yogurt
4389,27-08-2015,cake bar
3206,11-08-2015,rum
4382,13-11-2015,hamburger meat
4959,30-06-2015,frozen vegetables
4864,14-11-2015,soda
1444,16-12-2015,other vegetables
1699,14-05-2015,pip fruit
2207,08-04-2015,cream cheese 
4437,29-11-2015,frozen fish
2319,10-05-2015,yogurt
3018,27-06-2015,root vegetables
1489,13-03-2015,whole milk
3027,15-09-2015,red/blush wine
1757,24-02-2015,salty snack
1072,23-10-2015,canned beer
1332,30-04-2015,whole milk
3188,06-12-2015,other vegetables
3896,10-09-2015,dessert
4109,08-02-2015,whipped/sour cream
4509,14-06-2015,whole milk
3178,21-10-2015,other vegetables
1688,10-11-2015,root vegetables
4742,11-01-2015,meat
4852,21-08-2015,pip fruit
1335,16-01-2015,coffee
4640,25-09-2015,pip fruit
3306,22-09-2015,sausage
2193,08-04-2015,cream cheese 
3601,01-04-2015,meat
4724,03-09-2015,hamburger meat
4769,22-08-2015,meat
4323,13-05-2015,beef
3173,25-07-2015,root vegetables
2191,19-10-2015,root vegetables
4212,07-04-2015,whipped/sour cream
4632,30-09-2015,canned beer
3987,18-06-2015,pip fruit
1672,07-10-2015,yogurt
4864,01-12-2015,oil
4509,28-09-2015,soda
3838,14-12-2015,red/blush wine
4437,09-10-2015,hard cheese
3387,10-05-2015,whole milk
2678,21-09-2015,rolls/buns
1773,17-10-2015,pip fruit
3100,23-05-2015,rolls/buns
1930,01-03-2015,soda
1617,10-02-2015,dessert
4440,01-12-2015,root vegetables
4945,02-08-2015,butter
1832,28-09-2015,candles
1518,21-06-2015,yogurt
2140,28-09-2015,root vegetables
4729,08-04-2015,frozen vegetables
1574,18-04-2015,whipped/sour cream
2212,22-09-2015,other vegetables
4560,01-07-2015,other vegetables
1273,04-05-2015,whole milk
3841,02-04-2015,yogurt
2467,18-04-2015,yogurt
2678,28-11-2015,dessert
2050,28-06-2015,other vegetables
2146,20-06-2015,newspapers
1293,01-03-2015,light bulbs
2267,30-01-2015,frozen vegetables
2292,25-03-2015,root vegetables
1018,23-05-2015,root vegetables
3151,25-09-2015,dessert
4524,05-07-2015,butter
2928,11-02-2015,root vegetables
1412,05-07-2015,margarine
