Member_number,Date,itemDescription
3491,26-10-2015,female sanitary products
1742,27-11-2015,root vegetables
4500,08-06-2015,flour
2134,27-08-2015,whole milk
4542,18-01-2015,coffee
4706,07-08-2015,whole milk
4407,19-02-2015,domestic eggs
1614,03-02-2015,whole milk
1190,27-10-2015,waffles
4634,26-02-2015,hard cheese
1265,03-10-2015,brown bread
4044,01-12-2015,hamburger meat
4340,26-01-2015,whole milk
1083,06-02-2015,sliced cheese
4629,24-02-2015,whole milk
1584,31-01-2015,whole milk
2466,28-08-2015,whole milk
3498,31-03-2015,root vegetables
3566,14-12-2015,pork
4853,04-10-2015,whole milk
4273,21-03-2015,whole milk
4158,11-11-2015,domestic eggs
1905,31-07-2015,whole milk
3763,27-06-2015,whole milk
3868,19-08-2015,domestic eggs
4618,16-12-2015,sliced cheese
3215,21-07-2015,canned beer
1497,18-04-2015,liquor (appetizer)
1186,26-04-2015,whole milk
3338,17-08-2015,snack products
2326,16-07-2015,whole milk
3308,23-10-2015,brown bread
2337,10-05-2015,waffles
3469,20-05-2015,hard cheese
4875,26-10-2015,whole milk
4864,05-11-2015,baking powder
4804,14-07-2015,sliced cheese
4177,15-06-2015,canned beer
3772,18-02-2015,waffles
3797,16-09-2015,butter
2792,24-10-2015,root vegetables
4167,06-09-2015,condensed milk
3786,11-05-2015,zwieback
2240,01-12-2015,white bread
1905,07-07-2015,butter
4286,08-03-2015,butter
1905,21-02-2015,domestic eggs
4177,13-04-2015,butter
3860,05-05-2015,specialty cheese
1587,01-07-2015,hard cheese
4389,20-10-2015,soft cheese
1711,18-06-2015,white bread
1971,18-09-2015,frozen meals
3564,27-06-2015,coffee
4092,30-09-2015,butter
3987,19-08-2015,domestic eggs
4166,06-11-2015,whole milk
3653,21-10-2015,pork
1182,01-09-2015,whole milk
1293,05-03-2015,hard cheese
4742,22-06-2015,coffee
4302,05-11-2015,coffee
2602,11-12-2015,root vegetables
1825,06-10-2015,domestic eggs
4166,26-07-2015,butter
4063,14-07-2015,spices
2392,23-03-2015,whole milk
4437,28-07-2015,butter milk
3071,21-01-2015,domestic eggs
2601,26-03-2015,whole milk
1901,29-11-2015,zwieback
1305,24-05-2015,whole milk
2792,29-07-2015,sliced cheese
3547,07-10-2015,whole milk
3500,21-04-2015,whole milk
1884,11-12-2015,coffee
2636,11-09-2015,sliced cheese
4760,02-04-2015,root vegetables
1100,12-03-2015,butter milk
2081,22-01-2015,butter milk
1611,26-02-2015,domestic eggs
2452,11-08-2015,canned beer
4662,27-06-2015,brown bread
1396,22-07-2015,canned beer
4569,27-07-2015,sliced cheese
3682,05-03-2015,canned beer
4235,19-12-2015,condensed milk
4284,14-10-2015,coffee
1183,29-06-2015,brown bread
1158,17-10-2015,root vegetables
1328,24-03-2015,whole milk
1479,14-05-2015,brown bread
3528,18-08-2015,sliced cheese
1353,09-02-2015,flour
1901,29-11-2015,brown bread
4759,20-02-2015,domestic eggs
2792,29-07-2015,domestic eggs
2393,17-04-2015,root vegetables
4598,18-11-2015,dish cleaner
1265,07-03-2015,specialty chocolate
1092,27-07-2015,domestic eggs
1100,12-03-2015,butter
2058,24-02-2015,domestic eggs
2695,04-07-2015,hamburger meat
4437,20-10-2015,canned beer
1443,09-10-2015,flour
2677,23-12-2015,soft cheese
4323,26-03-2015,brown bread
3409,11-12-2015,canned beer
1627,11-02-2015,canned beer
1461,21-12-2015,candy
4467,22-11-2015,candy
1454,22-10-2015,flour
1412,16-11-2015,butter
2535,10-11-2015,root vegetables
1026,28-05-2015,canned beer
3408,05-11-2015,root vegetables
2867,16-07-2015,canned beer
2471,13-08-2015,pork
4800,24-12-2015,seasonal products
1833,12-07-2015,coffee
3881,02-04-2015,domestic eggs
3472,28-02-2015,specialty chocolate
3778,01-10-2015,coffee
2001,28-01-2015,spices
2091,19-10-2015,dish cleaner
2001,03-03-2015,whole milk
2222,28-12-2015,coffee
3547,07-10-2015,hard cheese
4486,09-11-2015,whole milk
1884,11-12-2015,domestic eggs
3170,17-01-2015,brown bread
3469,10-05-2015,butter
1567,13-03-2015,whole milk
3164,30-09-2015,whole milk
1754,08-07-2015,flour
3380,11-11-2015,hard cheese
1501,17-08-2015,hard cheese
1838,25-03-2015,hard cheese
3489,01-09-2015,specialty chocolate
3438,27-12-2015,root vegetables
3071,26-03-2015,brown bread
3127,25-02-2014,root vegetables
2138,13-05-2014,whole milk
2899,08-01-2014,canned beer
2832,29-07-2014,meat spreads
1033,21-04-2014,snack products
1185,14-08-2014,whole milk
2561,27-11-2014,domestic eggs
4372,11-09-2014,waffles
1223,05-09-2014,butter
3645,22-08-2014,candy
4181,07-09-2014,detergent
2477,30-09-2014,whole milk
1625,02-09-2014,butter milk
2472,01-02-2014,white bread
2337,03-04-2014,whole milk
1748,26-08-2014,butter
3529,26-08-2014,root vegetables
3552,27-01-2014,frozen meals
1726,05-04-2014,whole milk
1013,20-02-2014,candy
3790,31-07-2014,whole milk
1757,30-03-2014,whole milk
3655,10-05-2014,butter milk
4002,24-08-2014,butter milk
1851,12-02-2014,root vegetables
1309,23-12-2014,butter
4527,16-03-2014,domestic eggs
4423,25-02-2014,brown bread
3625,17-10-2014,whole milk
1697,22-01-2014,butter
1180,24-08-2014,white bread
2398,23-07-2014,coffee
2602,03-01-2014,whole milk
3102,09-05-2014,white bread
3493,01-12-2014,candy
2786,30-08-2014,specialty chocolate
4980,25-08-2014,domestic eggs
1185,27-09-2014,canned beer
1191,10-03-2014,white bread
2466,28-01-2014,frozen meals
2452,18-02-2014,domestic eggs
4117,24-04-2014,candy
1816,09-01-2014,whole milk
3348,18-11-2014,root vegetables
3722,20-02-2014,brown bread
4114,07-08-2014,flour
2387,11-03-2014,brown bread
4067,29-04-2014,condensed milk
4864,16-06-2014,specialty cheese
1824,08-08-2014,canned beer
4217,15-03-2014,soft cheese
4762,15-01-2014,whole milk
1672,26-01-2014,white bread
2451,28-09-2014,domestic eggs
2859,27-02-2014,processed cheese
4109,03-06-2014,whole milk
4341,26-10-2014,coffee
4372,17-04-2014,domestic eggs
3338,25-12-2014,seasonal products
1916,21-05-2014,whole milk
2663,02-08-2014,waffles
4651,27-09-2014,whole milk
3867,10-08-2014,flower soil/fertilizer
4623,18-12-2014,whole milk
3100,19-12-2014,root vegetables
4884,30-01-2014,coffee
3127,21-10-2014,white bread
3248,06-02-2014,whole milk
1064,03-09-2014,whole milk
1218,07-09-2014,frozen meals
2001,18-10-2014,butter
3843,06-09-2014,root vegetables
3780,24-02-2014,domestic eggs
3248,16-04-2014,processed cheese
3003,08-03-2014,processed cheese
2193,08-10-2014,waffles
2042,31-08-2014,brown bread
2674,01-05-2014,butter
3350,21-01-2014,baking powder
4954,18-07-2014,root vegetables
2547,10-11-2014,processed cheese
3588,17-04-2014,brown bread
2330,05-11-2014,processed cheese
3177,18-10-2014,butter milk
1926,25-07-2014,root vegetables
1396,03-12-2014,brown bread
1426,26-10-2014,specialty cheese
3184,19-03-2014,seasonal products
4050,09-03-2014,whole milk
4464,18-02-2014,butter
2319,05-11-2014,baking powder
4461,16-11-2014,white bread
1581,17-06-2014,butter
1625,21-05-2014,butter
1249,01-01-2014,coffee
4067,13-01-2014,specialty chocolate
3398,15-04-2014,white bread
2792,16-02-2014,brown bread
4246,28-06-2014,specialty chocolate
1076,24-12-2014,brown bread
1186,23-03-2014,domestic eggs
2031,05-07-2014,whole milk
4955,21-10-2014,sliced cheese
4800,29-12-2014,butter
2966,08-10-2014,whole milk
3461,19-05-2014,white bread
1522,24-12-2014,frozen meals
1341,08-11-2014,root vegetables
1816,20-06-2014,liquor (appetizer)
3044,17-09-2014,whole milk
4251,14-11-2014,candy
4169,09-08-2014,coffee
4291,07-08-2014,coffee
4490,21-01-2014,processed cheese
3529,02-09-2014,condensed milk
4217,03-06-2014,brown bread
4988,19-04-2014,butter
1522,16-06-2014,domestic eggs
1265,01-02-2014,whole milk
2701,12-03-2014,butter
1129,10-09-2014,frozen meals
2786,21-02-2014,brown bread
1658,26-06-2014,coffee
2885,25-07-2014,spices
3308,09-04-2014,processed cheese
2452,08-03-2014,coffee
1827,17-11-2014,root vegetables
1034,28-04-2014,domestic eggs
3657,10-07-2014,specialty chocolate
1797,26-07-2014,detergent
3663,16-06-2014,root vegetables
2164,27-10-2014,spices
2472,15-06-2014,whole milk
1809,02-01-2014,hard cheese
3387,09-05-2014,sliced cheese
3872,04-04-2014,condensed milk
4868,04-04-2014,butter milk
4002,13-01-2014,flour
4280,06-09-2014,butter milk
3758,02-01-2014,domestic eggs
3881,04-06-2014,waffles
1474,13-08-2014,whole milk
1522,07-01-2014,waffles
3841,29-07-2014,butter
1184,24-06-2014,whole milk
4272,25-11-2014,specialty chocolate
3867,24-07-2014,domestic eggs
2993,23-10-2014,domestic eggs
4786,13-07-2014,seasonal products
4513,30-01-2014,soft cheese
4819,23-04-2014,domestic eggs
1660,15-06-2014,sliced cheese
1212,25-05-2014,domestic eggs
2270,18-12-2014,domestic eggs
2170,24-02-2014,root vegetables
1425,06-02-2014,root vegetables
1476,16-01-2014,coffee
4609,01-05-2014,spices
4858,17-08-2014,whole milk
1714,22-01-2014,zwieback
2504,10-02-2014,butter
3491,11-12-2014,whole milk
1353,12-09-2014,baking powder
1834,21-12-2014,baking powder
1501,03-11-2014,detergent
1113,02-02-2014,canned beer
4542,05-12-2014,soap
1266,27-08-2014,sliced cheese
2545,13-04-2014,whole milk
3184,10-09-2014,domestic eggs
4635,02-02-2014,root vegetables
3010,11-05-2014,sliced cheese
1097,03-05-2014,root vegetables
2661,14-12-2014,waffles
3778,27-04-2014,specialty chocolate
4066,24-01-2014,sliced cheese
1479,29-03-2014,whole milk
2946,20-09-2014,specialty cheese
1114,25-04-2014,brown bread
3127,24-03-2014,whole milk
2704,02-08-2014,whole milk
2264,17-10-2014,coffee
4126,06-11-2014,candy
1832,21-08-2014,coffee
4759,24-01-2014,root vegetables
4117,03-08-2014,whole milk
3670,06-05-2014,dish cleaner
3786,21-10-2014,hard cheese
1045,10-04-2014,specialty chocolate
3082,22-07-2014,domestic eggs
3657,28-11-2014,white bread
3778,22-11-2014,frozen meals
4382,01-03-2014,spices
1305,26-07-2014,root vegetables
1201,24-11-2014,coffee
4862,12-10-2014,white bread
1568,09-03-2014,coffee
2081,18-05-2014,whole milk
2122,16-09-2014,domestic eggs
1392,15-08-2014,butter
4933,01-08-2014,root vegetables
3206,05-11-2014,instant coffee
3306,05-06-2014,whole milk
4748,19-04-2014,whole milk
3459,21-06-2014,whole milk
1129,25-01-2014,baking powder
4140,20-02-2014,whole milk
1426,18-11-2014,specialty chocolate
3711,20-05-2014,domestic eggs
4933,21-04-2014,butter
4444,09-07-2014,canned beer
2024,17-05-2014,canned beer
2996,29-04-2014,butter milk
2702,12-11-2014,brown bread
1083,15-11-2014,whole milk
2481,07-08-2014,root vegetables
1776,28-04-2014,butter
3737,06-04-2014,pork
2501,05-06-2014,pork
4078,11-01-2014,hard cheese
3039,20-08-2014,root vegetables
4915,28-06-2014,whole milk
2838,28-04-2014,waffles
4673,20-08-2014,specialty chocolate
3841,01-08-2014,brown bread
1797,31-07-2014,processed cheese
2443,04-02-2014,whole milk
4140,29-01-2014,waffles
4126,18-10-2014,hamburger meat
3860,06-10-2014,domestic eggs
4999,19-05-2014,detergent
2112,03-06-2014,sliced cheese
2492,14-03-2014,butter milk
2931,05-07-2014,domestic eggs
2928,04-11-2014,brown bread
2410,06-12-2014,root vegetables
4543,11-05-2014,hard cheese
1214,08-07-2014,waffles
1162,05-04-2014,coffee
1816,21-08-2014,canned beer
2146,22-10-2014,organic products
1223,20-09-2014,flour
4660,23-01-2014,specialty chocolate
4538,19-08-2014,hard cheese
3138,24-05-2014,coffee
4864,03-12-2014,brown bread
2536,10-06-2014,white bread
4797,27-01-2014,soft cheese
4995,16-03-2014,dish cleaner
1490,18-10-2014,soft cheese
4246,28-06-2014,root vegetables
4832,18-02-2014,white bread
3233,26-10-2014,waffles
4788,10-02-2014,candy
1568,09-01-2014,domestic eggs
3498,07-03-2014,butter
3178,01-02-2014,candy
3039,15-10-2014,canned beer
4963,29-12-2014,whole milk
2279,25-11-2014,coffee
3294,22-11-2014,coffee
2031,08-01-2014,detergent
2476,24-08-2014,coffee
1803,06-04-2014,instant coffee
1990,07-03-2014,whole milk
2262,10-09-2014,waffles
4218,24-08-2014,dish cleaner
3670,17-12-2014,detergent
4758,06-12-2014,root vegetables
1249,11-10-2014,frozen meals
4589,24-01-2014,candy
1182,16-11-2014,baking powder
3248,25-10-2014,white bread
2334,02-03-2014,coffee
4169,04-04-2014,specialty chocolate
1361,10-12-2014,hard cheese
1501,24-05-2014,baking powder
4533,17-10-2014,candy
3017,11-09-2014,whole milk
4758,08-05-2014,butter
1204,25-05-2014,waffles
4212,14-03-2014,butter
2588,07-01-2014,coffee
2630,11-01-2014,processed cheese
1827,03-12-2014,coffee
4033,25-02-2014,white bread
1636,08-08-2014,liquor (appetizer)
4719,28-09-2014,coffee
2960,03-09-2014,canned beer
4822,21-08-2014,coffee
2768,05-05-2014,baking powder
1061,31-07-2014,hard cheese
1482,22-10-2014,brown bread
2207,03-12-2014,coffee
3386,07-08-2014,baking powder
2504,16-12-2014,waffles
3402,17-05-2014,coffee
4264,16-03-2014,butter milk
2082,10-10-2014,butter
3766,20-02-2014,nuts/prunes
2258,21-01-2014,butter
4286,22-11-2014,canned beer
2451,26-02-2014,hard cheese
2550,24-12-2014,whole milk
2545,11-10-2014,domestic eggs
4610,18-11-2014,candy
2667,22-10-2014,domestic eggs
4349,22-11-2014,brown bread
4389,07-10-2014,brown bread
4682,21-04-2014,toilet cleaner
2628,02-12-2014,candy
1864,03-01-2014,butter
4126,22-04-2014,brown bread
1230,16-03-2014,sliced cheese
4215,03-04-2014,liquor (appetizer)
1501,28-08-2014,butter
3323,08-02-2014,brown bread
4007,09-12-2014,specialty chocolate
1308,23-11-2014,whole milk
1574,15-01-2014,flour
2550,12-07-2014,canned beer
3348,14-05-2014,brown bread
3528,07-09-2014,liquor (appetizer)
2264,22-07-2014,canned beer
4139,25-03-2014,domestic eggs
1229,03-09-2014,white bread
4788,09-09-2014,whole milk
3358,22-10-2014,hard cheese
1356,17-08-2014,butter milk
2267,10-06-2014,instant coffee
4872,01-06-2014,softener
2965,04-01-2014,white bread
1032,23-09-2014,whole milk
2917,22-04-2014,waffles
3857,03-04-2014,hard cheese
2993,08-07-2014,butter milk
2070,27-04-2014,domestic eggs
4719,12-02-2014,detergent
3164,24-03-2014,white bread
1006,05-07-2014,softener
3897,04-11-2014,coffee
3488,25-06-2014,specialty chocolate
3727,06-07-2014,coffee
1479,24-04-2014,liquor (appetizer)
3346,29-11-2014,frozen meals
4915,18-03-2014,processed cheese
3150,13-07-2014,flower soil/fertilizer
4729,22-03-2014,butter
2996,17-09-2014,candy
2627,18-02-2014,coffee
2996,30-08-2014,house keeping products
4284,18-06-2014,canned beer
2457,13-12-2014,brown bread
1201,24-10-2014,whole milk
2849,30-06-2014,brown bread
2337,25-02-2014,coffee
3735,13-07-2014,whole milk
3580,17-03-2014,butter
3067,27-02-2014,specialty cheese
1556,31-05-2014,soft cheese
2886,14-02-2014,waffles
4915,09-01-2014,sliced cheese
1248,01-02-2014,butter
2866,16-04-2014,whole milk
4667,31-08-2014,waffles
2946,29-09-2014,white bread
2055,07-11-2014,domestic eggs
3486,12-09-2014,candy
2081,14-02-2014,seasonal products
2225,13-10-2014,hard cheese
3745,19-10-2014,butter
1332,16-07-2014,hard cheese
2545,03-08-2014,processed cheese
2209,16-12-2014,whole milk
3321,02-05-2014,sliced cheese
3258,21-09-2014,soap
1472,10-06-2014,sliced cheese
1299,20-11-2014,white bread
3164,14-02-2014,coffee
2886,12-12-2014,butter
4868,10-02-2014,brown bread
2307,25-04-2014,soft cheese
4870,30-06-2014,root vegetables
1658,03-01-2014,flour
4815,24-01-2014,coffee
2222,31-07-2014,seasonal products
3673,09-05-2014,domestic eggs
3902,19-06-2014,canned beer
1839,20-03-2014,zwieback
4649,05-10-2014,root vegetables
1767,08-11-2014,root vegetables
1497,26-05-2014,tea
4235,13-05-2014,seasonal products
3686,03-03-2014,specialty chocolate
3435,08-11-2014,butter
1517,03-09-2014,coffee
1353,25-06-2014,root vegetables
3427,11-05-2014,specialty chocolate
1190,25-11-2014,meat spreads
2256,24-11-2014,butter
2872,04-08-2014,domestic eggs
4786,30-11-2014,dish cleaner
3258,10-04-2014,specialty cheese
3183,24-09-2014,brown bread
4663,18-04-2014,whole milk
4407,06-06-2014,liquor (appetizer)
4089,15-03-2014,hamburger meat
4852,24-01-2014,waffles
1820,23-01-2014,butter milk
2725,05-01-2014,baking powder
1903,15-08-2014,dish cleaner
4464,23-01-2014,coffee
1797,14-11-2014,sliced cheese
3397,07-10-2014,white bread
3443,26-09-2014,domestic eggs
2070,29-03-2014,candy
4092,19-06-2014,root vegetables
3882,15-08-2014,butter milk
3077,01-04-2014,domestic eggs
2067,03-07-2014,brown bread
3304,15-11-2014,white bread
4223,20-03-2014,frozen meals
2003,30-11-2014,baking powder
3206,07-07-2014,domestic eggs
1748,12-03-2014,root vegetables
4449,25-09-2014,brown bread
1190,10-09-2014,specialty chocolate
4437,04-11-2014,specialty chocolate
3624,12-05-2014,hard cheese
4663,13-03-2014,domestic eggs
1733,02-07-2014,butter
3151,13-10-2014,domestic eggs
1609,07-07-2014,butter
1247,08-06-2014,candy
1840,07-10-2014,brown bread
1018,15-04-2014,domestic eggs
3722,01-08-2014,whole milk
3482,24-07-2014,domestic eggs
4061,03-05-2014,canned beer
4709,09-03-2014,root vegetables
4933,28-11-2014,domestic eggs
1267,15-05-2014,whole milk
4349,29-01-2014,hamburger meat
4258,24-06-2014,frozen meals
3965,16-10-2014,domestic eggs
1256,07-11-2014,domestic eggs
1076,14-10-2015,coffee
4243,22-08-2015,specialty cheese
3848,11-10-2015,whole milk
3650,17-07-2015,white bread
3718,12-07-2015,processed cheese
4664,26-05-2015,waffles
4105,03-12-2015,condensed milk
4915,18-09-2015,domestic eggs
2410,18-11-2015,soft cheese
4662,19-10-2015,butter milk
1920,16-02-2015,flour
1832,17-04-2015,flour
2101,20-12-2015,canned beer
2885,22-03-2015,sliced cheese
3449,29-11-2015,brown bread
3857,04-11-2015,canned beer
4507,18-06-2015,softener
3729,29-11-2015,instant coffee
3786,10-02-2015,baking powder
3797,23-08-2015,processed cheese
1289,08-11-2015,canned beer
2164,08-10-2015,coffee
1450,08-07-2015,instant coffee
3055,18-08-2015,soft cheese
4988,04-10-2015,specialty chocolate
3588,05-05-2015,hard cheese
1008,21-07-2015,domestic eggs
1748,08-03-2015,whole milk
1265,19-01-2015,domestic eggs
2601,27-06-2015,baking powder
1905,31-07-2015,candy
4518,20-07-2015,butter
4114,07-08-2015,house keeping products
3215,24-04-2015,specialty cheese
4618,16-12-2015,butter
4120,11-12-2015,softener
3215,21-07-2015,sliced cheese
1113,05-08-2015,baking powder
1497,18-04-2015,coffee
3390,21-02-2015,frozen meals
1186,26-04-2015,canned fruit
3338,17-08-2015,whole milk
2209,03-10-2015,butter
3488,19-08-2015,domestic eggs
1113,29-03-2015,domestic eggs
2799,17-06-2015,brown bread
4593,07-04-2015,hard cheese
2765,22-07-2015,domestic eggs
3897,09-12-2014,seasonal products
1935,28-08-2014,whole milk
3698,22-09-2014,domestic eggs
4634,10-05-2014,specialty chocolate
4932,14-05-2014,brown bread
2138,03-11-2014,brown bread
3493,09-02-2014,canned beer
1625,24-12-2014,frozen meals
2262,06-10-2014,domestic eggs
2926,16-06-2014,domestic eggs
2492,10-03-2014,instant coffee
4406,06-04-2014,hard cheese
4579,10-05-2014,butter
4566,13-04-2014,white bread
4790,07-09-2014,candy
4294,03-03-2014,domestic eggs
3308,05-11-2014,tea
4061,04-07-2014,dish cleaner
2140,06-10-2014,whole milk
2047,28-04-2014,waffles
4858,14-01-2014,detergent
3722,05-07-2014,butter
2832,30-05-2014,specialty chocolate
1609,02-07-2014,soft cheese
2627,17-05-2014,liquor (appetizer)
2195,08-03-2014,canned beer
2083,21-10-2014,brown bread
4113,14-03-2014,root vegetables
1107,13-08-2014,whole milk
1864,29-04-2014,domestic eggs
2789,19-09-2014,flour
4264,20-07-2014,soft cheese
3544,13-07-2014,house keeping products
1256,17-06-2014,tea
3459,04-12-2014,white bread
4167,28-08-2014,detergent
3498,16-08-2014,coffee
4538,18-06-2014,coffee
4562,26-05-2014,female sanitary products
4893,10-02-2014,sliced cheese
1838,05-08-2014,canned beer
3468,21-01-2014,butter
3003,08-05-2014,whole milk
3491,21-06-2014,detergent
3933,02-12-2014,hard cheese
4294,17-12-2014,butter milk
2138,01-04-2014,seasonal products
4309,13-04-2014,waffles
4504,02-03-2014,seasonal products
1293,16-08-2014,canned beer
4955,10-12-2014,processed cheese
1851,11-08-2014,flour
4933,01-02-2014,hard cheese
4323,20-09-2014,detergent
3882,01-08-2014,hard cheese
2043,01-02-2014,waffles
3236,17-04-2014,brown bread
4862,26-04-2014,whole milk
1545,01-04-2014,brown bread
1741,05-12-2014,specialty chocolate
3320,12-04-2014,processed cheese
2309,17-04-2014,domestic eggs
4838,07-09-2014,brown bread
3737,06-07-2014,white bread
1045,12-01-2014,butter
4872,01-06-2014,domestic eggs
1181,13-07-2014,whole milk
1035,15-08-2014,white bread
2917,22-04-2014,processed cheese
3877,20-06-2014,zwieback
3138,28-12-2014,root vegetables
4187,04-05-2014,white bread
1335,03-01-2014,domestic eggs
1733,27-02-2014,white bread
3897,04-11-2014,canned beer
1809,02-01-2014,waffles
2193,26-11-2014,candy
1418,02-12-2014,butter
4002,13-01-2014,domestic eggs
2547,09-03-2014,specialty chocolate
2869,02-08-2014,brown bread
3008,15-04-2014,coffee
1027,14-05-2014,whole milk
3881,04-06-2014,specialty chocolate
2993,23-10-2014,waffles
4786,13-07-2014,waffles
3496,11-08-2014,candy
1660,15-06-2014,domestic eggs
4800,29-12-2014,tea
2966,08-10-2014,pudding powder
1341,21-04-2014,spices
1748,27-07-2014,processed cheese
1522,24-12-2014,dish cleaner
2068,21-07-2014,coffee
1586,11-03-2014,butter
4251,14-11-2014,domestic eggs
4169,09-08-2014,domestic eggs
4490,21-01-2014,whole milk
1265,05-12-2014,root vegetables
3296,02-03-2015,detergent
1114,10-07-2015,white bread
3842,14-10-2015,whole milk
2193,07-01-2015,sliced cheese
3686,01-04-2015,coffee
3073,17-01-2015,sliced cheese
2256,21-08-2015,domestic eggs
3178,08-12-2015,waffles
3657,22-01-2015,processed cheese
2613,11-04-2015,white bread
1472,19-09-2015,waffles
1403,25-03-2015,sliced cheese
4856,18-01-2015,domestic eggs
3763,29-04-2015,flour
4524,22-04-2015,spices
1460,24-06-2015,flour
2960,19-12-2015,domestic eggs
1567,11-04-2015,specialty cheese
1182,01-09-2015,soft cheese
4321,08-05-2015,waffles
1026,15-03-2015,butter
1218,05-07-2015,butter
4218,03-10-2015,domestic eggs
4437,28-07-2015,butter
3528,18-08-2015,domestic eggs
3637,10-07-2015,specialty chocolate
1353,09-02-2015,instant coffee
3741,06-08-2015,white bread
1757,15-06-2015,white bread
3500,21-04-2015,domestic eggs
4272,15-05-2014,meat spreads
1433,22-09-2014,brown bread
3729,24-12-2014,domestic eggs
4933,02-07-2014,white bread
4504,21-01-2014,brown bread
3896,06-04-2014,domestic eggs
3682,24-12-2014,processed cheese
1816,20-06-2014,coffee
1586,11-03-2014,hard cheese
1891,05-07-2014,candy
4007,05-10-2014,canned beer
1265,05-12-2014,waffles
1853,07-06-2014,candy
4217,03-06-2014,domestic eggs
4932,29-03-2014,specialty chocolate
1938,13-03-2014,whole milk
1831,29-07-2014,hard cheese
1840,28-12-2014,instant coffee
3902,27-10-2014,liquor (appetizer)
4753,31-08-2014,specialty chocolate
3116,12-06-2014,baking powder
2098,20-10-2014,flour
2403,14-04-2014,hard cheese
4769,31-03-2014,processed cheese
1468,05-02-2014,seasonal products
2452,08-03-2014,sliced cheese
1825,07-01-2014,whole milk
2914,11-10-2014,domestic eggs
4959,30-12-2014,specialty chocolate
1034,28-04-2014,frozen meals
3657,10-07-2014,soft cheese
1489,06-01-2014,brown bread
4102,03-11-2015,meat spreads
2452,11-08-2015,processed cheese
3960,21-10-2015,snack products
4804,27-12-2015,coffee
4662,27-06-2015,soft cheese
4195,01-10-2015,waffles
2447,21-01-2015,coffee
3872,23-11-2015,sliced cheese
4569,27-07-2015,root vegetables
3757,04-02-2015,root vegetables
4235,19-12-2015,waffles
1332,02-12-2015,butter milk
4449,30-03-2015,candy
4116,01-05-2015,detergent
1773,01-11-2015,detergent
1916,13-11-2015,domestic eggs
1319,19-05-2015,canned beer
3726,26-05-2015,hard cheese
2563,29-12-2015,domestic eggs
1994,11-03-2015,coffee
3481,03-08-2015,candy
1220,09-02-2015,butter milk
3308,19-08-2015,spices
1183,12-06-2015,canned beer
2403,14-02-2015,butter
2300,19-09-2015,flour
4546,03-09-2015,brown bread
4976,17-07-2015,specialty chocolate
3841,19-07-2015,domestic eggs
1697,21-05-2015,condensed milk
4875,12-05-2015,detergent
1625,27-11-2015,soft cheese
3055,18-08-2015,waffles
1733,18-03-2015,soft cheese
2270,09-06-2015,coffee
1226,12-11-2015,domestic eggs
2492,01-11-2015,canned beer
3308,19-08-2015,condensed milk
3983,09-09-2015,white bread
2843,12-10-2015,domestic eggs
1305,23-05-2015,candy
2091,02-08-2015,canned beer
1670,22-11-2015,hard cheese
4109,04-10-2015,white bread
1698,22-07-2015,brown bread
1334,07-03-2015,butter
2547,24-11-2015,butter
3027,14-09-2015,baking powder
4804,19-11-2015,domestic eggs
3296,22-05-2015,baking powder
1617,30-03-2015,waffles
1570,15-03-2015,waffles
3236,26-01-2015,waffles
2566,31-01-2015,specialty cheese
2240,20-09-2015,brown bread
1231,27-10-2015,flour
4559,12-05-2015,coffee
3848,18-11-2015,hard cheese
1611,26-02-2015,coffee
2829,19-12-2015,detergent
2164,24-11-2015,butter milk
3737,05-05-2015,pudding powder
1444,14-10-2015,brown bread
4569,27-07-2015,butter milk
3077,29-05-2015,butter
2443,20-06-2015,waffles
1328,24-03-2015,butter
1140,01-05-2015,waffles
1869,16-05-2015,brown bread
4594,28-05-2014,tea
3241,08-01-2014,brown bread
2138,13-05-2014,canned beer
2832,29-07-2014,domestic eggs
4821,02-09-2014,domestic eggs
1185,14-08-2014,frozen meals
1935,30-06-2014,processed cheese
2561,27-11-2014,flour
1658,09-08-2014,female sanitary products
4758,01-04-2014,white bread
4673,23-06-2014,flour
4696,08-09-2014,whole milk
1268,30-01-2014,brown bread
4280,01-03-2014,specialty chocolate
3279,26-11-2014,candy
4649,10-09-2014,waffles
1073,05-06-2014,domestic eggs
4814,12-02-2015,coffee
3647,03-03-2015,specialty chocolate
4258,11-12-2015,candy
4212,31-03-2015,soft cheese
3682,12-10-2015,waffles
3044,05-01-2015,brown bread
3655,16-02-2015,brown bread
4927,19-10-2015,whole milk
3877,17-09-2015,detergent
2769,23-04-2015,root vegetables
2010,19-12-2015,waffles
4416,03-09-2014,butter
2264,22-07-2014,dish cleaner
3737,06-07-2014,brown bread
2098,02-08-2014,canned beer
1129,14-11-2014,brown bread
1412,20-06-2014,domestic eggs
3857,03-04-2014,butter
2993,08-07-2014,specialty chocolate
3518,08-02-2014,domestic eggs
4187,04-05-2014,snack products
3489,26-08-2014,coffee
1378,10-12-2014,soft cheese
1129,21-12-2014,specialty chocolate
1726,15-05-2014,detergent
4579,10-05-2014,waffles
4566,13-04-2014,hard cheese
4674,31-05-2014,whole milk
3408,07-04-2014,waffles
4294,03-03-2014,coffee
2974,02-09-2014,waffles
3848,04-01-2014,brown bread
3358,09-09-2014,pudding powder
1276,07-06-2014,house keeping products
1342,14-02-2014,white bread
4378,05-10-2014,flour
